stamp,mode,armed,system_status,is_armable,fix_type,sats,lat,lon,alt_msl,alt_rel,roll,pitch,yaw,vx,vy,vz,groundspeed,airspeed,heading,rngf_dist,batt_voltage,batt_current,batt_level,last_hb,ekf_ok
1757118026.8166838,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009314331109635532,-0.001168536487966776,-0.117191381752491,0.01,-0.01,0.0,0.021509623154997826,0.021509626880288124,353,,12.6,0.0,100,0.8703517550000015,True
1757118026.9173725,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009314331109635532,-0.001168536487966776,-0.117191381752491,0.01,-0.01,0.0,0.021509623154997826,0.021509626880288124,353,,12.6,0.0,100,5.8831999922404066e-05,True
1757118027.0180094,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009452851954847574,-0.0011737003223970532,-0.11729145795106888,0.01,-0.01,0.0,0.02124411053955555,0.021244117990136147,353,,12.6,0.0,100,0.06189765599992825,True
1757118027.118699,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009452851954847574,-0.0011737003223970532,-0.11729145795106888,0.01,-0.01,0.0,0.02124411053955555,0.021244117990136147,353,,12.6,0.0,100,0.16228764099992077,True
1757118027.2198658,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009496390703134239,-0.0011733112623915076,-0.11739090830087662,0.01,-0.01,0.0,0.02132539078593254,0.02132539078593254,353,,12.6,0.0,100,0.30997815199998513,True
1757118027.3205066,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009496390703134239,-0.0011733112623915076,-0.11739090830087662,0.01,-0.01,0.0,0.02132539078593254,0.02132539078593254,353,,12.6,0.0,100,0.3665024209999501,True
1757118027.4211817,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009496390703134239,-0.0011733112623915076,-0.11739090830087662,0.01,-0.01,0.0,0.02132539078593254,0.02132539078593254,353,,12.6,0.0,100,0.4669181669999034,True
1757118027.5218577,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009537931764498353,-0.0011755871819332242,-0.11748640984296799,0.01,-0.01,0.0,0.021507566794753075,0.021507568657398224,353,,12.6,0.0,100,0.5622279819999676,True
1757118027.6226513,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009537931764498353,-0.0011755871819332242,-0.11748640984296799,0.01,-0.01,0.0,0.021507566794753075,0.021507568657398224,353,,12.6,0.0,100,0.6628920759999346,True
1757118027.7236118,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009567952365614474,-0.001183754182420671,-0.11758004873991013,0.01,-0.01,0.0,0.0215796809643507,0.021579714491963387,353,,12.6,0.0,100,0.8135481019999133,True
1757118027.824242,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009567952365614474,-0.001183754182420671,-0.11758004873991013,0.01,-0.01,0.0,0.0215796809643507,0.021579714491963387,353,,12.6,0.0,100,0.8672180020000724,True
1757118027.9249334,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009567952365614474,-0.001183754182420671,-0.11758004873991013,0.01,-0.01,0.0,0.0215796809643507,0.021579714491963387,353,,12.6,0.0,100,0.00023986699989109184,True
1757118028.0255067,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009627438266761601,-0.0011841468513011932,-0.11767949163913727,0.01,-0.01,0.0,0.021470263600349426,0.021470271050930023,353,,12.6,0.0,100,0.10940382799981307,True
1757118028.1264505,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009627438266761601,-0.0011841468513011932,-0.11767949163913727,0.01,-0.01,0.0,0.021470263600349426,0.021470271050930023,353,,12.6,0.0,100,0.20985637399985535,True
1757118028.2274795,STABILIZE,False,STANDBY,True,6,10,-35.3632621,149.1652373,584.07,-0.011,-0.0009614063892513514,-0.0011843667598441243,-0.11777688562870026,0.01,-0.01,0.0,0.021467866376042366,0.021467942744493484,353,,12.6,0.0,100,0.31054949099984697,True
